Email,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
4553,0.33,0,0,0,0,3.33,18,60,No
4555,0.18,0.06,0.12,0,0,1.27,5,75,No
4557,0,0,0,0,0,1,1,10,No
4559,0.02,0.01,0,0.01,0.01,1.32,12,244,No
4560,0.05,0,0,0,0,1.2,4,54,No
4561,0,0,0,0,0,1,1,7,No
4562,0,0,0,0,0,1,1,7,No
4563,0.55,0,0,0,0,1.33,5,28,No
4564,0,0.1,0,0,0,1.51,11,59,No
4565,0.02,0,0,0,0,1.02,3,128,No
4566,0,0,0,0,0,1.62,11,55,No
4567,0,0,0,0,0,1.13,3,78,No
4569,0.29,0,0,0,0.1,2.43,15,90,No
4570,0,0,0,0,0,1,1,42,No
4572,0.08,0,0.08,0,0,1.26,5,98,No
4574,0.03,0,0.1,0,0,1.49,11,137,No
4575,0.11,0,0,0,0,1.22,6,61,No
4576,0.21,0,0,0,0,1.72,11,43,No
4577,0.13,0,0,0,0,1.49,5,64,No
4578,0,0,0,0,0,1.2,3,24,No
4579,0,0.15,0,0,0,1.37,5,70,No
4581,0,0,0,0,0,1.57,5,11,No
4582,0.09,0,0.09,0,0,1.59,4,46,No
4583,0,0,0,0,0,1.27,3,19,No
4584,0,0.41,0,0,0,1.67,13,70,No
4585,0.08,0,0.04,0,0,1.5,7,123,No
4586,0.63,0,0,0,0,1.38,4,11,No
4587,0.11,0,0,0,0.06,1.79,21,174,No
4590,0,0,0,0,0,1,1,22,No
4591,0.19,0,0,0,0.09,2.47,11,79,No
4592,0,0,0,0,0,1,1,8,No
4593,0.11,0,0,0,0,1.29,4,27,No
4594,0,0,1.05,0,0,1,1,6,No
4595,0.63,0,0,0,0,1.73,5,19,No
4596,0,0,0,0,0,1,1,24,No
4597,0.23,0,0,0,0,1.14,3,88,No
4598,0,0,0.35,0,0,1.56,4,14,No
4600,0.06,0,0,0,0,1.15,5,78,No
